data,sigla_provincia,codice_comune,denominazione_comune,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi
2021-03-01,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,1,1,,,21,0,22,,,,,,
2021-03-02,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,5,5,4,4,21,0,26,,,,,,
2021-03-03,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,6,6,1,1,21,0,27,,,,,,
2021-03-04,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,8,8,2,2,21,0,29,,,,,,
2021-03-05,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,11,11,3,3,21,0,32,,,,,,
2021-03-06,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,13,13,2,2,21,0,34,,,,,,
2021-03-07,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,13,13,0,0,21,0,34,,,,,,
2021-03-08,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,15,15,2,2,21,0,36,,,,,,
2021-03-09,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,16,16,1,1,21,0,37,,,,,,
2021-03-10,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,16,16,0,0,21,0,37,,,,,,
2021-03-11,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,16,16,0,0,21,0,37,,,,,,
2021-03-13,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,15,15,-1,0,22,0,37,,,,,,
2021-03-14,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,15,15,0,0,22,0,37,,,,,,
2021-03-15,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,17,17,2,2,22,0,39,,,,,,
2021-03-16,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,17,17,0,0,22,0,39,,,,,,
2021-03-17,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,17,17,0,0,22,0,39,,,,,,
2021-03-18,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,1,16,17,0,0,22,0,39,,,,,,
2021-03-19,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,1,16,17,0,0,22,0,39,,,,,,
2021-03-20,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,1,15,16,-1,0,23,0,39,,,,,,
2021-03-21,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,1,15,16,0,0,23,0,39,,,,,,
2021-03-22,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,1,15,16,0,0,23,0,39,,,,,,
2021-03-23,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,1,15,16,0,0,23,0,39,,,,,,
2021-03-24,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,1,14,15,-1,0,24,0,39,,,,,,
2021-03-25,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,1,13,14,-1,0,25,0,39,,,,,,
2021-03-26,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,1,9,10,-4,0,29,0,39,,,,,,
2021-03-27,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,1,7,8,-2,0,31,0,39,,,,,,
2021-03-28,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,1,7,8,0,0,31,0,39,,,,,,
2021-03-29,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,1,7,8,0,0,31,0,39,,,,,,
2021-03-30,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,1,3,4,-4,0,35,0,39,,,,,,
2021-03-31,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,1,2,3,-1,0,36,0,39,,,,,,
2021-04-04,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,1,0,1,-2,0,38,0,39,,,,,,
2021-04-05,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,1,0,1,0,0,38,0,39,,,,,,
2021-04-06,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,1,0,1,0,0,38,0,39,,,,,,
2021-04-07,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,1,0,1,0,0,38,0,39,,,,,,
2021-04-08,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,1,3,4,3,3,38,0,42,,,,,,
2021-04-09,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,1,2,3,-1,0,39,0,42,,,,,,
2021-04-10,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,1,2,3,0,0,39,0,42,,,,,,
2021-04-12,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,1,2,3,0,0,39,0,42,,,,,,
2021-04-13,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,1,2,3,0,0,39,0,42,,,,,,
2021-04-14,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,2,2,4,1,1,39,0,43,,,,,,
2021-04-15,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,2,2,4,0,0,39,0,43,,,,,,
2021-04-16,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,2,2,4,0,0,39,0,43,,,,,,
2021-04-17,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,2,4,6,2,2,39,0,45,,,,,,
2021-04-22,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,1,6,7,1,2,40,0,47,,,,,,
2021-04-23,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,1,4,5,-2,0,42,0,47,,,,,,
2021-04-24,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,1,4,5,0,0,42,0,47,,,,,,
2021-04-27,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,1,4,5,0,0,42,0,47,,,,,,
2021-04-28,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,1,2,3,-2,0,44,0,47,,,,,,
2021-04-29,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,1,2,3,0,0,44,0,47,,,,,,
2021-04-30,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,1,2,3,0,0,44,0,47,,,,,,
2021-05-01,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,1,2,3,0,0,44,0,47,,,,,,
2021-05-02,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,1,2,3,0,0,44,0,47,,,,,,
2021-05-04,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,1,0,1,-2,0,46,0,47,,,,,,
2021-05-07,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,0,0,-1,0,47,0,47,,,,,,
2021-05-10,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,0,0,0,0,47,0,47,,,,,,
2021-05-15,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,0,0,0,0,47,0,47,,,,,,
2021-05-16,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,0,0,0,0,47,0,47,,,,,,
2021-05-17,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,0,0,0,0,47,0,47,,,,,,
2021-05-18,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,0,0,0,0,47,0,47,,,,,,
2021-05-19,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,0,0,0,0,47,0,47,,,,,,
2021-05-21,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,0,0,0,0,47,0,47,,,,,,
2021-05-22,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,0,0,0,0,47,0,47,,,,,,
2021-05-23,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,0,0,0,0,47,0,47,,,,,,
2021-05-24,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,0,0,0,0,47,0,47,,,,,,
2021-06-03,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,0,0,0,0,47,0,47,,,,,,
2021-06-05,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,0,0,0,0,47,0,47,,,,,,
2021-06-10,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,0,0,0,0,47,0,47,,,,,,
2021-06-12,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,0,0,0,0,47,0,47,,,,,,
2021-06-17,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,3,3,3,3,47,0,50,,,,,,
2021-06-18,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,3,3,0,0,47,0,50,,,,,,
2021-06-19,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,3,3,0,0,47,0,50,,,,,,
2021-06-21,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,3,3,0,0,47,0,50,,,,,,
2021-06-26,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,3,3,0,0,47,0,50,,,,,,
2021-06-30,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,5,5,2,3,48,0,53,,,,,,
2021-07-01,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,5,5,0,0,48,0,53,,,,,,
2021-07-02,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,6,6,1,1,48,0,54,,,,,,
2021-07-03,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,10,10,4,4,48,0,58,,,,,,
2021-07-04,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,10,10,0,0,48,0,58,,,,,,
2021-07-06,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,11,11,1,2,49,0,60,,,,,,
2021-07-07,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,13,13,2,2,49,0,62,,,,,,
2021-07-08,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,17,17,4,4,49,0,66,,,,,,
2021-07-09,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,17,17,0,0,49,0,66,,,,,,
2021-07-10,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,17,17,0,0,49,0,66,,,,,,
2021-07-11,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,17,17,0,0,49,0,66,,,,,,
2021-07-12,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,21,21,4,4,49,0,70,,,,,,
2021-07-13,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,21,21,0,0,49,0,70,,,,,,
2021-07-14,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,26,26,5,6,50,0,76,,,,,,
2021-07-15,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,26,26,0,0,50,0,76,,,,,,
2021-07-16,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,26,26,0,0,50,0,76,,,,,,
2021-07-17,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,26,26,0,0,50,0,76,,,,,,
2021-07-18,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,25,25,-1,0,51,0,76,,,,,,
2021-07-19,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,25,25,0,0,51,0,76,,,,,,
2021-07-20,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,22,22,-3,1,55,0,77,,,,,,
2021-07-21,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,19,19,-3,0,58,0,77,,,,,,
2021-07-23,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,17,17,-2,0,60,0,77,,,,,,
2021-07-24,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,17,17,0,0,60,0,77,,,,,,
2021-07-25,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,17,17,0,0,60,0,77,,,,,,
2021-07-26,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,13,13,-4,0,64,0,77,,,,,,
2021-07-27,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,13,13,0,0,64,0,77,,,,,,
2021-07-28,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,11,11,-2,0,66,0,77,,,,,,
2021-07-29,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,12,12,1,1,66,0,78,,,,,,
2021-07-30,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,9,9,-3,0,69,0,78,,,,,,
2021-07-31,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,8,8,-1,0,70,0,78,,,,,,
2021-08-01,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,8,8,0,0,70,0,78,,,,,,
2021-08-02,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,8,8,0,0,70,0,78,,,,,,
2021-08-03,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,6,6,-2,0,72,0,78,,,,,,
2021-08-04,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,5,5,-1,1,74,0,79,,,,,,
2021-08-06,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,3,3,-2,0,76,0,79,,,,,,
2021-08-09,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,4,4,1,1,76,0,80,,,,,,
2021-08-10,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,3,3,-1,0,77,0,80,,,,,,
2021-08-12,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,3,3,0,1,78,0,81,,,,,,
2021-08-13,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,3,3,0,0,78,0,81,,,,,,
2021-08-14,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,3,3,0,0,78,0,81,,,,,,
2021-08-15,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,3,3,0,0,78,0,81,,,,,,
2021-08-16,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,4,4,1,1,78,0,82,,,,,,
2021-08-17,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,4,4,0,0,78,0,82,,,,,,
2021-08-18,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,4,4,0,0,78,0,82,,,,,,
2021-08-19,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,4,4,0,0,78,0,82,,,,,,
2021-08-20,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,4,4,0,0,78,0,82,,,,,,
2021-08-21,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,4,4,0,0,78,0,82,,,,,,
2021-08-22,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,3,3,-1,0,79,0,82,,,,,,
2021-08-23,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,3,3,0,0,79,0,82,,,,,,
2021-08-24,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,0,4,4,1,1,79,0,83,,,,,,
2021-08-25,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,1,4,5,1,1,79,0,84,,,,,,
2021-08-28,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,1,3,4,-1,0,80,0,84,,,,,,
2021-08-29,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,1,3,4,0,0,80,0,84,,,,,,
2021-08-30,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,1,3,4,0,0,80,0,84,,,,,,
2021-08-31,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,1,3,4,0,0,80,0,84,,,,,,
2021-09-01,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,1,3,4,0,0,80,0,84,,,,,,
2021-09-03,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,1,1,2,-2,0,82,0,84,,,,,,
2021-09-04,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,1,1,2,0,0,82,0,84,,,,,,
2021-09-05,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,1,0,1,-1,0,83,0,84,,,,,,
2021-09-06,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,1,0,1,0,0,83,0,84,,,,,,
2021-09-07,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,1,0,1,0,0,83,0,84,,,,,,
2021-09-08,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,1,0,1,0,0,83,0,84,,,,,,
2021-09-09,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,1,0,1,0,0,83,0,84,,,,,,
2021-09-10,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,1,0,1,0,0,83,0,84,,,,,,
2021-09-11,CL,085021,Vallelunga Pratameno,37.682047,13.83156,,0,1,0,1,0,0,83,0,84,,,,,,
